kod_origin,kod_dest,gmina_dest,no,gmina_origin
1818055,0607025,Annopol,3,Zaklików
1818055,1807102,Jaśliska,3,Zaklików
1818055,1818011,Stalowa Wola,11,Zaklików
1818055,1818032,Pysznica,5,Zaklików
1818055,1818042,Radomyśl nad Sanem,10,Zaklików
1818055,1818062,Zaleszany,6,Zaklików
1818055,1863011,M. Rzeszów,3,Zaklików
1818062,1261011,M. Kraków,5,Zaleszany
1818062,1405062,Żabia Wola,4,Zaleszany
1818062,1414045,Nasielsk,4,Zaleszany
1818062,1818011,Stalowa Wola,22,Zaleszany
1818062,1818042,Radomyśl nad Sanem,7,Zaleszany
1818062,1820022,Gorzyce,5,Zaleszany
1818062,1820032,Grębów,3,Zaleszany
1818062,1863011,M. Rzeszów,7,Zaleszany
1818062,1864011,M. Tarnobrzeg,3,Zaleszany
1818062,2609011,Sandomierz,4,Zaleszany
1819012,1261011,M. Kraków,7,Czudec
1819012,1816034,Boguchwała,6,Czudec
1819012,1816035,Boguchwała,4,Czudec
1819012,1816064,Głogów Małopolski,5,Czudec
1819012,1816102,Lubenia,3,Czudec
1819012,1819045,Strzyżów,5,Czudec
1819012,1863011,M. Rzeszów,34,Czudec
1819022,1206162,Zabierzów,5,Frysztak
1819022,1219012,Biskupice,3,Frysztak
1819022,1219055,Wieliczka,5,Frysztak
1819022,1261011,M. Kraków,7,Frysztak
1819022,1802014,Brzozów,3,Frysztak
1819022,1807092,Wojaszówka,4,Frysztak
1819022,1819052,Wiśniowa,11,Frysztak
1819022,1863011,M. Rzeszów,9,Frysztak
1819032,1802022,Domaradz,4,Niebylec
1819032,1810011,Łańcut,3,Niebylec
1819032,1816034,Boguchwała,3,Niebylec
1819032,1816035,Boguchwała,3,Niebylec
1819032,1816102,Lubenia,4,Niebylec
1819032,1819012,Czudec,7,Niebylec
1819032,1819044,Strzyżów,6,Niebylec
1819032,1863011,M. Rzeszów,15,Niebylec
1819032,2607011,Ostrowiec Świętokrzyski,4,Niebylec
1819044,0215042,Oława,4,Strzyżów
1819044,1261011,M. Kraków,6,Strzyżów
1819044,1804011,Jarosław,3,Strzyżów
1819044,1816035,Boguchwała,4,Strzyżów
1819044,1816102,Lubenia,5,Strzyżów
1819044,1819012,Czudec,3,Strzyżów
1819044,1819032,Niebylec,3,Strzyżów
1819044,1819045,Strzyżów,40,Strzyżów
1819044,1819052,Wiśniowa,6,Strzyżów
1819044,1863011,M. Rzeszów,11,Strzyżów
1819045,0613062,Siemień,3,Strzyżów
1819045,1217032,Bukowina Tatrzańska,3,Strzyżów
1819045,1261011,M. Kraków,3,Strzyżów
1819045,1807052,Korczyna,4,Strzyżów
1819045,1816035,Boguchwała,5,Strzyżów
1819045,1819012,Czudec,12,Strzyżów
1819045,1819044,Strzyżów,16,Strzyżów
1819045,1819052,Wiśniowa,6,Strzyżów
1819045,1863011,M. Rzeszów,24,Strzyżów
1819052,1803011,Dębica,4,Wiśniowa
1819052,1815034,Ropczyce,3,Wiśniowa
1819052,1815052,Wielopole Skrzyńskie,4,Wiśniowa
1819052,1819022,Frysztak,22,Wiśniowa
1819052,1819044,Strzyżów,9,Wiśniowa
1819052,1819045,Strzyżów,18,Wiśniowa
1819052,1863011,M. Rzeszów,8,Wiśniowa
1820014,1820015,Baranów Sandomierski,3,Baranów Sandomierski
1820014,1864011,M. Tarnobrzeg,6,Baranów Sandomierski
1820015,0663011,M. Lublin,3,Baranów Sandomierski
1820015,1261011,M. Kraków,11,Baranów Sandomierski
1820015,1811052,Mielec,6,Baranów Sandomierski
1820015,1811062,Padew Narodowa,9,Baranów Sandomierski
1820015,1816132,Trzebownisko,3,Baranów Sandomierski
1820015,1820014,Baranów Sandomierski,4,Baranów Sandomierski
1820015,1863011,M. Rzeszów,4,Baranów Sandomierski
1820015,1864011,M. Tarnobrzeg,11,Baranów Sandomierski
1820022,0663011,M. Lublin,3,Gorzyce
1820022,1261011,M. Kraków,17,Gorzyce
1820022,1418045,Piaseczno,4,Gorzyce
1820022,1818011,Stalowa Wola,11,Gorzyce
1820022,1818062,Zaleszany,20,Gorzyce
1820022,1820015,Baranów Sandomierski,3,Gorzyce
1820022,1820032,Grębów,3,Gorzyce
1820022,1862011,M. Przemyśl,3,Gorzyce
1820022,1863011,M. Rzeszów,8,Gorzyce
1820022,1864011,M. Tarnobrzeg,18,Gorzyce
1820022,2609011,Sandomierz,5,Gorzyce
1820022,2609062,Obrazów,4,Gorzyce
1820032,0264029,Wrocław-Fabryczna,4,Grębów
1820032,1261011,M. Kraków,3,Grębów
1820032,1812022,Jarocin,5,Grębów
1820032,1818011,Stalowa Wola,6,Grębów
1820032,1818062,Zaleszany,7,Grębów
1820032,1820015,Baranów Sandomierski,3,Grębów
1820032,1820022,Gorzyce,4,Grębów
1820032,1820044,Nowa Dęba,7,Grębów
1820032,1863011,M. Rzeszów,5,Grębów
1820032,1864011,M. Tarnobrzeg,8,Grębów
1820044,1219054,Wieliczka,3,Nowa Dęba
1820044,1261011,M. Kraków,9,Nowa Dęba
1820044,1806025,Kolbuszowa,3,Nowa Dęba
1820044,1806032,Majdan Królewski,18,Nowa Dęba
1820044,1820045,Nowa Dęba,4,Nowa Dęba
1820044,1863011,M. Rzeszów,14,Nowa Dęba
1820044,1864011,M. Tarnobrzeg,5,Nowa Dęba
1820044,2211052,Kosakowo,3,Nowa Dęba
1820044,3064049,Poznań-Nowe Miasto,5,Nowa Dęba
1820045,1261011,M. Kraków,4,Nowa Dęba
1820045,1434011,Kobyłka,3,Nowa Dęba
1820045,1818011,Stalowa Wola,4,Nowa Dęba
1820045,1820044,Nowa Dęba,3,Nowa Dęba
1820045,1863011,M. Rzeszów,4,Nowa Dęba
1820045,1864011,M. Tarnobrzeg,12,Nowa Dęba
1820045,2609045,Koprzywnica,3,Nowa Dęba
1821012,0219072,Świdnica,4,Baligród
1821012,0664011,M. Zamość,3,Baligród
1821012,1821052,Solina,3,Baligród
1821012,1863011,M. Rzeszów,7,Baligród
1821034,1261011,M. Kraków,3,Lesko
1821034,1817074,Zagórz,5,Lesko
1821034,1821035,Lesko,4,Lesko
1821034,1863011,M. Rzeszów,12,Lesko
1821035,1434021,Marki,3,Lesko
1821035,1807012,Chorkówka,6,Lesko
1821035,1821034,Lesko,5,Lesko
1821035,1863011,M. Rzeszów,9,Lesko
1821042,1261011,M. Kraków,4,Olszanica
1821042,1801085,Ustrzyki Dolne,4,Olszanica
1821042,1807012,Chorkówka,3,Olszanica
1821042,1817011,Sanok,5,Olszanica
1821042,1821034,Lesko,6,Olszanica
1821042,1821035,Lesko,5,Olszanica
1821042,1821052,Solina,4,Olszanica
1821042,1863011,M. Rzeszów,6,Olszanica
1821052,1210011,Grybów,3,Solina
1821052,1261011,M. Kraków,6,Solina
1821052,1801085,Ustrzyki Dolne,3,Solina
1821052,1817075,Zagórz,3,Solina
1821052,1821035,Lesko,4,Solina
1821052,1821042,Olszanica,5,Solina
1821052,1863011,M. Rzeszów,6,Solina
1861011,0264039,Wrocław-Krzyki,3,M. Krosno
1861011,0264049,Wrocław-Psie Pole,3,M. Krosno
1861011,0265011,M. Wałbrzych,3,M. Krosno
1861011,0663011,M. Lublin,5,M. Krosno
1861011,1216092,Tarnów,6,M. Krosno
1861011,1219054,Wieliczka,4,M. Krosno
1861011,1261011,M. Kraków,69,M. Krosno
1861011,1465028,Bemowo,3,M. Krosno
1861011,1465058,Mokotów,8,M. Krosno
1861011,1465068,Ochota,3,M. Krosno
1861011,1465078,Praga-Południe,5,M. Krosno
1861011,1465128,Ursus,3,M. Krosno
1861011,1465168,Wilanów,4,M. Krosno
1861011,1802014,Brzozów,9,M. Krosno
1861011,1802015,Brzozów,3,M. Krosno
1861011,1802042,Haczów,5,M. Krosno
1861011,1807012,Chorkówka,45,M. Krosno
1861011,1807025,Dukla,15,M. Krosno
1861011,1807035,Iwonicz-Zdrój,3,M. Krosno
1861011,1807044,Jedlicze,12,M. Krosno
1861011,1807045,Jedlicze,20,M. Krosno
1861011,1807052,Korczyna,19,M. Krosno
1861011,1807062,Krościenko Wyżne,16,M. Krosno
1861011,1807072,Miejsce Piastowe,48,M. Krosno
1861011,1807084,Rymanów,6,M. Krosno
1861011,1807092,Wojaszówka,39,M. Krosno
1861011,1813102,Żurawica,3,M. Krosno
1861011,1816035,Boguchwała,4,M. Krosno
1861011,1817011,Sanok,4,M. Krosno
1861011,1817022,Besko,3,M. Krosno
1861011,1817082,Zarszyn,3,M. Krosno
1861011,1863011,M. Rzeszów,23,M. Krosno
1861011,2002145,Zabłudów,4,M. Krosno
1861011,2261011,M. Gdańsk,3,M. Krosno
1861011,2469011,M. Katowice,4,M. Krosno
1862011,0264029,Wrocław-Fabryczna,12,M. Przemyśl
1862011,0264039,Wrocław-Krzyki,7,M. Przemyśl
1862011,0264049,Wrocław-Psie Pole,3,M. Przemyśl
1862011,0461011,M. Bydgoszcz,3,M. Przemyśl
1862011,0609052,Głusk,3,M. Przemyśl
1862011,0663011,M. Lublin,7,M. Przemyśl
1862011,0862011,M. Zielona Góra,3,M. Przemyśl
1862011,1061049,Łódź-Polesie,3,M. Przemyśl
1862011,1206152,Wielka Wieś,4,M. Przemyśl
1862011,1217011,Zakopane,3,M. Przemyśl
1862011,1261011,M. Kraków,58,M. Przemyśl
1862011,1434041,Zielonka,3,M. Przemyśl
1862011,1465038,Białołęka,9,M. Przemyśl
1862011,1465078,Praga-Południe,5,M. Przemyśl
1862011,1465088,Praga-Północ,3,M. Przemyśl
1862011,1465118,Targówek,3,M. Przemyśl
1862011,1465128,Ursus,4,M. Przemyśl
1862011,1465188,Wola,3,M. Przemyśl
1862011,1801084,Ustrzyki Dolne,5,M. Przemyśl
1862011,1804011,Jarosław,5,M. Przemyśl
1862011,1804082,Radymno,4,M. Przemyśl
1862011,1804092,Rokietnica,3,M. Przemyśl
1862011,1810032,Czarna,3,M. Przemyśl
1862011,1813012,Bircza,4,M. Przemyśl
1862011,1813025,Dubiecko,6,M. Przemyśl
1862011,1813032,Fredropol,18,M. Przemyśl
1862011,1813042,Krasiczyn,27,M. Przemyśl
1862011,1813052,Krzywcza,5,M. Przemyśl
1862011,1813062,Medyka,23,M. Przemyśl
1862011,1813072,Orły,20,M. Przemyśl
1862011,1813082,Przemyśl,85,M. Przemyśl
1862011,1813092,Stubno,4,M. Przemyśl
1862011,1813102,Żurawica,58,M. Przemyśl
1862011,1814011,Przeworsk,4,M. Przemyśl
1862011,1816065,Głogów Małopolski,4,M. Przemyśl
1862011,1816122,Świlcza,5,M. Przemyśl
1862011,1817052,Sanok,7,M. Przemyśl
1862011,1863011,M. Rzeszów,38,M. Przemyśl
1862011,2261011,M. Gdańsk,4,M. Przemyśl
1862011,2612022,Łubnice,3,M. Przemyśl
1862011,2661011,M. Kielce,3,M. Przemyśl
1862011,3262011,M. Szczecin,4,M. Przemyśl
1863011,0220035,Trzebnica,4,M. Rzeszów
1863011,0223022,Długołęka,5,M. Rzeszów
1863011,0223045,Kąty Wrocławskie,4,M. Rzeszów
1863011,0223084,Siechnice,3,M. Rzeszów
1863011,0223085,Siechnice,3,M. Rzeszów
1863011,0264029,Wrocław-Fabryczna,14,M. Rzeszów
1863011,0264039,Wrocław-Krzyki,9,M. Rzeszów
1863011,0264049,Wrocław-Psie Pole,6,M. Rzeszów
1863011,0264069,Wrocław-Śródmieście,3,M. Rzeszów
1863011,0403052,Nowa Wieś Wielka,3,M. Rzeszów
1863011,0602011,Biłgoraj,7,M. Rzeszów
1863011,0609082,Konopnica,3,M. Rzeszów
1863011,0613022,Jabłoń,4,M. Rzeszów
1863011,0614044,Kazimierz Dolny,3,M. Rzeszów
1863011,0663011,M. Lublin,15,M. Rzeszów
1863011,0862011,M. Zielona Góra,3,M. Rzeszów
1863011,1061029,Łódź-Bałuty,4,M. Rzeszów
1863011,1061049,Łódź-Polesie,3,M. Rzeszów
1863011,1202024,Brzesko,3,M. Rzeszów
1863011,1206152,Wielka Wieś,3,M. Rzeszów
1863011,1219044,Niepołomice,3,M. Rzeszów
1863011,1219055,Wieliczka,4,M. Rzeszów
1863011,1261011,M. Kraków,116,M. Rzeszów
1863011,1421062,Raszyn,3,M. Rzeszów
1863011,1425065,Jedlnia-Letnisko,4,M. Rzeszów
1863011,1434031,Ząbki,6,M. Rzeszów
1863011,1434094,Radzymin,3,M. Rzeszów
1863011,1465028,Bemowo,7,M. Rzeszów
1863011,1465038,Białołęka,10,M. Rzeszów
1863011,1465048,Bielany,6,M. Rzeszów
1863011,1465058,Mokotów,12,M. Rzeszów
1863011,1465068,Ochota,7,M. Rzeszów
1863011,1465078,Praga-Południe,11,M. Rzeszów
1863011,1465088,Praga-Północ,3,M. Rzeszów
1863011,1465118,Targówek,5,M. Rzeszów
1863011,1465148,Wawer,5,M. Rzeszów
1863011,1465168,Wilanów,8,M. Rzeszów
1863011,1465178,Włochy,4,M. Rzeszów
1863011,1465188,Wola,11,M. Rzeszów
1863011,1465198,Żoliborz,5,M. Rzeszów
1863011,1802015,Brzozów,6,M. Rzeszów
1863011,1802022,Domaradz,6,M. Rzeszów
1863011,1802062,Nozdrzec,4,M. Rzeszów
1863011,1803011,Dębica,5,M. Rzeszów
1863011,1803032,Czarna,5,M. Rzeszów
1863011,1804011,Jarosław,15,M. Rzeszów
1863011,1804042,Jarosław,3,M. Rzeszów
1863011,1804062,Pawłosiów,5,M. Rzeszów
1863011,1804082,Radymno,6,M. Rzeszów
1863011,1804112,Wiązownica,6,M. Rzeszów
1863011,1805032,Dębowiec,3,M. Rzeszów
1863011,1806012,Cmolas,3,M. Rzeszów
1863011,1806025,Kolbuszowa,8,M. Rzeszów
1863011,1806052,Raniżów,12,M. Rzeszów
1863011,1807092,Wojaszówka,4,M. Rzeszów
1863011,1807102,Jaśliska,4,M. Rzeszów
1863011,1808011,Leżajsk,6,M. Rzeszów
1863011,1808042,Leżajsk,8,M. Rzeszów
1863011,1809042,Lubaczów,7,M. Rzeszów
1863011,1810011,Łańcut,45,M. Rzeszów
1863011,1810022,Białobrzegi,8,M. Rzeszów
1863011,1810032,Czarna,28,M. Rzeszów
1863011,1810042,Łańcut,47,M. Rzeszów
1863011,1810052,Markowa,4,M. Rzeszów
1863011,1810062,Rakszawa,7,M. Rzeszów
1863011,1811011,Mielec,6,M. Rzeszów
1863011,1811052,Mielec,3,M. Rzeszów
1863011,1811092,Tuszów Narodowy,3,M. Rzeszów
1863011,1812074,Ulanów,3,M. Rzeszów
1863011,1813025,Dubiecko,5,M. Rzeszów
1863011,1814011,Przeworsk,4,M. Rzeszów
1863011,1814055,Kańczuga,5,M. Rzeszów
1863011,1815012,Iwierzyce,5,M. Rzeszów
1863011,1815044,Sędziszów Małopolski,8,M. Rzeszów
1863011,1815045,Sędziszów Małopolski,9,M. Rzeszów
1863011,1816025,Błażowa,24,M. Rzeszów
1863011,1816034,Boguchwała,33,M. Rzeszów
1863011,1816035,Boguchwała,130,M. Rzeszów
1863011,1816042,Chmielnik,42,M. Rzeszów
1863011,1816064,Głogów Małopolski,66,M. Rzeszów
1863011,1816065,Głogów Małopolski,48,M. Rzeszów
1863011,1816072,Hyżne,29,M. Rzeszów
1863011,1816092,Krasne,121,M. Rzeszów
1863011,1816102,Lubenia,52,M. Rzeszów
1863011,1816114,Sokołów Małopolski,7,M. Rzeszów
1863011,1816115,Sokołów Małopolski,6,M. Rzeszów
1863011,1816122,Świlcza,118,M. Rzeszów
1863011,1816132,Trzebownisko,209,M. Rzeszów
1863011,1816144,Tyczyn,35,M. Rzeszów
1863011,1816145,Tyczyn,42,M. Rzeszów
1863011,1817011,Sanok,10,M. Rzeszów
1863011,1817052,Sanok,7,M. Rzeszów
1863011,1818011,Stalowa Wola,6,M. Rzeszów
1863011,1819012,Czudec,39,M. Rzeszów
1863011,1819032,Niebylec,8,M. Rzeszów
1863011,1819044,Strzyżów,7,M. Rzeszów
1863011,1819045,Strzyżów,9,M. Rzeszów
1863011,1820044,Nowa Dęba,9,M. Rzeszów
1863011,1861011,M. Krosno,8,M. Rzeszów
1863011,1862011,M. Przemyśl,8,M. Rzeszów
1863011,1864011,M. Tarnobrzeg,4,M. Rzeszów
1863011,2205085,Żukowo,3,M. Rzeszów
1863011,2261011,M. Gdańsk,13,M. Rzeszów
1863011,2461011,M. Bielsko-Biała,3,M. Rzeszów
1863011,2464011,M. Częstochowa,4,M. Rzeszów
1863011,2466011,M. Gliwice,5,M. Rzeszów
1863011,2469011,M. Katowice,7,M. Rzeszów
1863011,2609011,Sandomierz,4,M. Rzeszów
1863011,2609072,Samborzec,3,M. Rzeszów
1863011,2611011,Starachowice,4,M. Rzeszów
1863011,2806102,Wydminy,3,M. Rzeszów
1863011,3064029,Poznań-Grunwald,4,M. Rzeszów
1863011,3064039,Poznań-Jeżyce,5,M. Rzeszów
1863011,3064059,Poznań-Stare Miasto,5,M. Rzeszów
1863011,3216011,Świdwin,3,M. Rzeszów
1863011,3262011,M. Szczecin,5,M. Rzeszów
1864011,0223022,Długołęka,3,M. Tarnobrzeg
1864011,0264039,Wrocław-Krzyki,5,M. Tarnobrzeg
1864011,0663011,M. Lublin,6,M. Tarnobrzeg
1864011,1206082,Michałowice,3,M. Tarnobrzeg
1864011,1206172,Zielonki,3,M. Tarnobrzeg
1864011,1219055,Wieliczka,3,M. Tarnobrzeg
1864011,1261011,M. Kraków,65,M. Tarnobrzeg
1864011,1421021,Pruszków,3,M. Tarnobrzeg
1864011,1465028,Bemowo,4,M. Tarnobrzeg
1864011,1465038,Białołęka,3,M. Tarnobrzeg
1864011,1465048,Bielany,7,M. Tarnobrzeg
1864011,1465078,Praga-Południe,6,M. Tarnobrzeg
1864011,1465128,Ursus,4,M. Tarnobrzeg
1864011,1465148,Wawer,5,M. Tarnobrzeg
1864011,1465168,Wilanów,4,M. Tarnobrzeg
1864011,1465178,Włochy,3,M. Tarnobrzeg
1864011,1465188,Wola,4,M. Tarnobrzeg
1864011,1465198,Żoliborz,3,M. Tarnobrzeg
1864011,1811011,Mielec,4,M. Tarnobrzeg
1864011,1813025,Dubiecko,3,M. Tarnobrzeg
1864011,1816132,Trzebownisko,5,M. Tarnobrzeg
1864011,1818011,Stalowa Wola,13,M. Tarnobrzeg
1864011,1818042,Radomyśl nad Sanem,3,M. Tarnobrzeg
1864011,1818062,Zaleszany,7,M. Tarnobrzeg
1864011,1820014,Baranów Sandomierski,5,M. Tarnobrzeg
1864011,1820015,Baranów Sandomierski,28,M. Tarnobrzeg
1864011,1820022,Gorzyce,3,M. Tarnobrzeg
1864011,1820032,Grębów,26,M. Tarnobrzeg
1864011,1820044,Nowa Dęba,3,M. Tarnobrzeg
1864011,1820045,Nowa Dęba,8,M. Tarnobrzeg
1864011,1863011,M. Rzeszów,28,M. Tarnobrzeg
1864011,2601065,Stopnica,3,M. Tarnobrzeg
1864011,2609011,Sandomierz,15,M. Tarnobrzeg
1864011,2609044,Koprzywnica,7,M. Tarnobrzeg
1864011,2609045,Koprzywnica,4,M. Tarnobrzeg
1864011,2609052,Łoniów,10,M. Tarnobrzeg
1864011,2612044,Osiek,4,M. Tarnobrzeg
1864011,2612045,Osiek,7,M. Tarnobrzeg
1864011,2661011,M. Kielce,3,M. Tarnobrzeg
1864011,2815032,Grunwald,3,M. Tarnobrzeg
1864011,3021172,Tarnowo Podgórne,4,M. Tarnobrzeg
2001011,0663011,M. Lublin,3,Augustów
2001011,1261011,M. Kraków,6,Augustów
2001011,1465028,Bemowo,3,Augustów
2001011,1465038,Białołęka,5,Augustów
2001011,1465048,Bielany,4,Augustów
2001011,1465078,Praga-Południe,8,Augustów
2001011,1465108,Śródmieście,5,Augustów
2001011,1465118,Targówek,3,Augustów
2001011,1465188,Wola,6,Augustów
2001011,2001022,Augustów,17,Augustów
2001011,2001032,Bargłów Kościelny,21,Augustów
2001011,2001044,Lipsk,4,Augustów
2001011,2001045,Lipsk,4,Augustów
2001011,2001052,Nowinka,9,Augustów
2001011,2001062,Płaska,8,Augustów
2001011,2001072,Sztabin,9,Augustów
2001011,2002135,Wasilków,3,Augustów
2001011,2061011,M. Białystok,30,Augustów
2001011,2063011,M. Suwałki,4,Augustów
2001011,2261011,M. Gdańsk,4,Augustów
2001011,2805011,Ełk,8,Augustów
2001022,2001011,Augustów,30,Augustów
2001022,2012072,Suwałki,3,Augustów
2001022,2063011,M. Suwałki,3,Augustów
2001022,2805011,Ełk,4,Augustów
2001032,2001011,Augustów,14,Bargłów Kościelny
2001032,2001022,Augustów,5,Bargłów Kościelny
2001032,2012052,Raczki,3,Bargłów Kościelny
2001032,2061011,M. Białystok,6,Bargłów Kościelny
2001032,2805011,Ełk,9,Bargłów Kościelny
2001032,2805032,Kalinowo,4,Bargłów Kościelny
2001044,2002015,Choroszcz,4,Lipsk
2001044,2011014,Dąbrowa Białostocka,4,Lipsk
2001044,2061011,M. Białystok,8,Lipsk
2001045,2001011,Augustów,5,Lipsk
2001045,2061011,M. Białystok,6,Lipsk
2001052,1435054,Wyszków,3,Nowinka
2001052,2063011,M. Suwałki,11,Nowinka
2001062,2001011,Augustów,3,Płaska
2001062,2011015,Dąbrowa Białostocka,3,Płaska
2001062,2061011,M. Białystok,6,Płaska
2001062,2063011,M. Suwałki,6,Płaska
2001072,2001011,Augustów,18,Sztabin
2001072,2061011,M. Białystok,7,Sztabin
2002014,1465188,Wola,5,Choroszcz
2002014,2002015,Choroszcz,15,Choroszcz
2002014,2002095,Supraśl,3,Choroszcz
2002014,2011022,Janów,3,Choroszcz
2002014,2061011,M. Białystok,31,Choroszcz
2002015,1434021,Marki,3,Choroszcz
2002015,2002014,Choroszcz,14,Choroszcz
2002015,2002032,Dobrzyniewo Duże,3,Choroszcz
2002015,2002112,Turośń Kościelna,5,Choroszcz
2002015,2002134,Wasilków,5,Choroszcz
2002015,2002145,Zabłudów,5,Choroszcz
2002015,2014032,Rutki,3,Choroszcz
2002015,2061011,M. Białystok,63,Choroszcz
2002024,0208072,Kłodzko,5,Czarna Białostocka
2002024,2002015,Choroszcz,4,Czarna Białostocka
2002024,2002025,Czarna Białostocka,13,Czarna Białostocka
2002024,2002052,Juchnowiec Kościelny,3,Czarna Białostocka
2002024,2002134,Wasilków,7,Czarna Białostocka
2002024,2002135,Wasilków,4,Czarna Białostocka
2002024,2002145,Zabłudów,4,Czarna Białostocka
2002024,2008022,Jasionówka,3,Czarna Białostocka
2002024,2011022,Janów,3,Czarna Białostocka
2002024,2011032,Korycin,4,Czarna Białostocka
2002024,2011085,Sokółka,6,Czarna Białostocka
2002024,2061011,M. Białystok,42,Czarna Białostocka
2002025,2011094,Suchowola,3,Czarna Białostocka
2002025,2061011,M. Białystok,7,Czarna Białostocka
2002032,1421021,Pruszków,3,Dobrzyniewo Duże
2002032,2002015,Choroszcz,11,Dobrzyniewo Duże
2002032,2002112,Turośń Kościelna,16,Dobrzyniewo Duże
2002032,2002134,Wasilków,4,Dobrzyniewo Duże
2002032,2008045,Knyszyn,3,Dobrzyniewo Duże
2002032,2061011,M. Białystok,43,Dobrzyniewo Duże
2002042,2002074,Michałowo,3,Gródek
2002042,2002075,Michałowo,6,Gródek
2002042,2061011,M. Białystok,18,Gródek
2002052,1421052,Nadarzyn,3,Juchnowiec Kościelny
2002052,2002014,Choroszcz,6,Juchnowiec Kościelny
2002052,2002015,Choroszcz,18,Juchnowiec Kościelny
2002052,2002032,Dobrzyniewo Duże,5,Juchnowiec Kościelny
2002052,2002095,Supraśl,10,Juchnowiec Kościelny
2002052,2002112,Turośń Kościelna,33,Juchnowiec Kościelny
2002052,2002134,Wasilków,4,Juchnowiec Kościelny
2002052,2002135,Wasilków,10,Juchnowiec Kościelny
2002052,2002145,Zabłudów,8,Juchnowiec Kościelny
